config_idx,hidden_layer_sizes,alpha,learning_rate_init,mean_rmse,std_rmse,fold_0_rmse,fold_1_rmse,fold_2_rmse,fold_3_rmse,fold_4_rmse,fold_5_rmse,fold_6_rmse,fold_7_rmse
4,"(256, 128)",0.05094011902587736,0.0019396806804067653,709.3739225142522,134.0308825542521,604.8277649792584,746.9249210630128,682.1017138566748,560.2039516616184,592.2611509682367,700.3440958702993,779.5183809571159,1008.8094007578017
16,"(256, 128, 64, 32)",0.02141473893047776,0.0025149549152136508,711.4799878030898,111.09523927677061,631.8512385416922,682.6575848737782,670.4520124203534,717.8145476958156,581.4893953362371,645.7371641846394,806.0741049142249,955.7638544579777
2,"(256, 128)",0.011080485964481503,0.0037336070725030317,713.2255479167663,140.7117605996033,620.8631362819395,799.7442125422699,540.7665397381088,668.4142666135965,564.3453664571298,723.6999695175131,786.7272571108768,1001.2436350726963
15,"(128, 64)",8.084206458302165e-05,0.002185888420054086,713.6308655147238,129.39746332279466,611.0498738165953,788.2900250368056,639.6541182369708,689.7043514479116,517.5748700059875,710.9840506163732,774.1510173588359,977.6386175983107
21,"(128, 64)",0.004564607361960839,0.002572354133406629,717.7032074607637,121.95655433403722,610.4155380749319,803.3438320285952,648.1200994274874,707.8012838876999,549.7748708353206,678.6062436693585,776.9309383287251,966.632853433991
9,"(256, 128, 64)",0.03736667762931513,0.003603852387684786,720.7962198543914,112.58393970881929,629.3906369145097,744.2858048250716,675.0843314449088,555.220668267904,669.7421122174982,717.3510081500477,839.2099575873865,936.0852394278052
0,"(64, 32)",0.0005695262671673521,0.005214297905300546,721.3984694741373,117.27747081618449,615.0008758371044,761.0584419212612,681.2863718865914,636.7297340587462,585.281423612389,742.6754906468348,768.6235107518507,980.5319070783212
23,"(256, 128, 64)",3.623998360341537e-05,0.0001694572471895091,722.722606579028,111.45047845914678,627.3909237215355,712.751436100625,716.7523021483858,650.8806937627968,605.7816185591898,720.2722816638726,760.9515544448454,987.0000422309738
11,"(128, 64)",4.141502885405815e-05,0.002323260488552255,724.4976505929777,120.71785181457177,609.4934113195944,799.0308996665227,691.0997367357509,693.6237077453229,557.3102379836247,711.6028372977796,750.6087929535513,983.211581041675
20,"(256, 128, 64)",1.070160899268531e-05,0.0037484243895631324,724.6122913570268,90.83627765256587,653.5064235904088,719.6992770976535,688.5574534181212,683.0704100783884,615.8376592396637,717.4612120629823,789.7601957205962,929.0056996484008
8,"(64, 32)",0.00026188092878568007,0.008737678255441984,724.6426130957764,119.53823212406556,618.1389061358534,798.9445819313636,666.3822045069586,690.9823088617875,570.9682000172801,691.5238248082322,780.4082949872759,979.79258351746
17,"(128, 64, 32)",0.00017760965289612674,0.004618698388866125,725.4456503066673,124.3336139850892,605.8736569141984,752.7939275403586,700.0076166323322,688.253110402524,585.3266000210753,684.4237269684429,773.375682003556,1013.510881970851
1,"(256, 128, 64)",0.006158459876169436,0.00015429601005519726,732.3785467339683,110.41655785964527,636.2847273794933,720.8257675888776,702.7929593989658,697.7502553754634,599.3140404252063,709.8822634263043,811.5964968735829,980.5818634038532
10,"(256, 128, 64)",0.0007360105081983722,0.00012235100233650854,745.3959862698257,118.22168819111451,628.2461862073184,747.3411344720947,705.9340458591438,723.7285458587844,605.7754007781793,725.4433325715243,813.9828909320498,1012.7163534795108
6,"(128, 64, 32)",0.001653252347575385,0.0001341635410168892,780.2543713335504,119.87410662860266,637.0931854351222,824.9971843753857,741.9315363290974,754.8169897718325,653.898756371708,765.16070894117,813.6259850655179,1050.5106243785683
